cik,name,alias
0001436208,Legacy Housing Corp,"Legacy Housing, LTD."
0001436229,BTCS Inc.,
0001436229,BTCS Inc.,BITCOIN SHOP INC.
0001436229,BTCS Inc.,"Bitcoin Shop, Inc."
0001436229,BTCS Inc.,"TouchIT Technologies, Inc."
0001436425,"HOME BANCORP, INC.",
0001436975,"Lightstone Value Plus REIT II, Inc.",
0001436975,"Lightstone Value Plus REIT II, Inc.",LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC
0001437071,Invesco Mortgage Capital Inc.,
0001437071,Invesco Mortgage Capital Inc.,Invesco Agency Securities Inc.
0001437107,"Warner Bros. Discovery, Inc.",
0001437107,"Warner Bros. Discovery, Inc.","Discovery Communications, Inc."
0001437107,"Warner Bros. Discovery, Inc.","Discovery, Inc."
0001437226,"Mastech Digital, Inc.",
0001437226,"Mastech Digital, Inc.","Mastech Holdings, Inc."
0001437283,"REGO PAYMENT ARCHITECTURES, INC.",
0001437283,"REGO PAYMENT ARCHITECTURES, INC.","Moggle, Inc."
0001437283,"REGO PAYMENT ARCHITECTURES, INC.","VIRTUAL PIGGY, INC."
0001437352,,
0001437402,"ARDELYX, INC.",
0001437402,"ARDELYX, INC.",NTERYX INC
0001437479,ENB Financial Corp,
0001437491,,
0001437517,"CYBERLOQ TECHNOLOGIES, INC.",
0001437517,"CYBERLOQ TECHNOLOGIES, INC.",ADVANCED CREDIT TECHNOLOGIES INC
0001437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,
0001437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BRIGHT HORIZONS SOLUTIONS CORP
0001437750,T-REX Acquisition Corp.,
0001437750,T-REX Acquisition Corp.,"Plethora Resources, Inc."
0001437750,T-REX Acquisition Corp.,Sync2 Networks Corp
0001437750,T-REX Acquisition Corp.,Trex Acquisition Corp.
0001437925,"Golden Matrix Group, Inc.",
0001437925,"Golden Matrix Group, Inc.",Ibex Resources Corp.
0001437925,"Golden Matrix Group, Inc.",Source Gold Corp.
0001437958,COASTAL FINANCIAL CORP,
0001438133,TANDEM DIABETES CARE INC,
0001438231,Digimarc CORP,
0001438231,Digimarc CORP,DMRC CORP
0001438423,EVERSPIN TECHNOLOGIES INC.,
0001438423,EVERSPIN TECHNOLOGIES INC.,EVERSPIN TECHNOLOGIES INC
0001438461,Yinfu Gold Corp.,
0001438461,Yinfu Gold Corp.,Element92 Resources Corp.
0001438533,"Travere Therapeutics, Inc.",
0001438533,"Travere Therapeutics, Inc.","Desert Gateway, Inc."
0001438533,"Travere Therapeutics, Inc.","Retrophin, Inc."
0001439095,MRC GLOBAL INC.,
0001439095,MRC GLOBAL INC.,MCJUNKIN RED MAN HOLDING CORP
0001439222,"AGIOS PHARMACEUTICALS, INC.",
0001439222,"AGIOS PHARMACEUTICALS, INC.",AGIOS PHARMACEUTICALS INC
0001439264,Marvion Inc.,
0001439264,Marvion Inc.,Bonanza Goldfield Corp.
0001439264,Marvion Inc.,Bonanza Goldfields Corp.
0001439288,Zurn Elkay Water Solutions Corp,
0001439288,Zurn Elkay Water Solutions Corp,Rexnord Corp
0001439288,Zurn Elkay Water Solutions Corp,"Rexnord Holdings, Inc"
0001439288,Zurn Elkay Water Solutions Corp,Zurn Water Solutions Corp
0001439725,BIODESIX INC,
0001440799,MMEX Resources Corp,
0001440799,MMEX Resources Corp,"MGMT ENERGY, INC."
0001440799,MMEX Resources Corp,MMEX Mining Corp
0001440799,MMEX Resources Corp,"Management Energy, Inc."
0001441236,Clearwater Paper Corp,
0001441236,Clearwater Paper Corp,Potlatch Forest Products CORP
0001441683,APPIAN CORP,
0001441816,"MongoDB, Inc.",
0001441816,"MongoDB, Inc.",10GEN INC
0001442145,"Verisk Analytics, Inc.",
0001442236,Quest Resource Holding Corp,
0001442236,Quest Resource Holding Corp,"BlueStar Financial Group, Inc."
0001442236,Quest Resource Holding Corp,Infinity Resources Holdings Corp.
0001442236,Quest Resource Holding Corp,YouChange Holdings Corp
0001442492,"Laredo Oil, Inc.",
0001442492,"Laredo Oil, Inc.","Laredo Mining, Inc."
0001442836,"Mersana Therapeutics, Inc.",
0001442836,"Mersana Therapeutics, Inc.",MERSANA THERAPEUTICS INC
0001442999,,
0001443611,SinglePoint Inc.,
0001443611,SinglePoint Inc.,"CARBON CREDITS INTERNATIONAL, INC."
0001443646,Booz Allen Hamilton Holding Corp,
0001443646,Booz Allen Hamilton Holding Corp,EXPLORER HOLDING CORP
0001443669,Proto Labs Inc,
0001443863,BioCorRx Inc.,
0001443863,BioCorRx Inc.,Cetrone Energy CO
0001443863,BioCorRx Inc.,"FRESH START PRIVATE MANAGEMENT, INC."
0001444192,"Grace Therapeutics, Inc.",
0001444192,"Grace Therapeutics, Inc.",Acasti Pharma Inc.
0001444380,NEVRO CORP,
0001444839,Bravo Multinational Inc.,
0001444839,Bravo Multinational Inc.,GoldCorp Holding Co.
0001444839,Bravo Multinational Inc.,GoldCorp Holdings Corp.
0001444839,Bravo Multinational Inc.,GoldLand Holdings Corp.
0001445283,"KINETA, INC./DE",
0001445283,"KINETA, INC./DE",PROTEOSTASIS THERAPEUTICS INC
0001445283,"KINETA, INC./DE","PROTEOSTASIS THERAPEUTICS, INC."
0001445283,"KINETA, INC./DE","YUMANITY THERAPEUTICS, INC."
0001445305,WORKIVA INC,
0001445305,WORKIVA INC,WEBFILINGS LLC
0001445305,WORKIVA INC,WORKIVA INC.
0001445305,WORKIVA INC,WORKIVA LLC
0001445815,"BIOXYTRAN, INC",
0001445815,"BIOXYTRAN, INC","U.S. Natural Nutrients & Minerals, Inc."
0001445815,"BIOXYTRAN, INC","U.S. RARE EARTH MINERALS, INC"
0001445815,"BIOXYTRAN, INC","U.S. RARE EARTH MINERALS, INC."
0001445942,Texas Mineral Resources Corp.,
0001445942,Texas Mineral Resources Corp.,Standard Silver Corp.
0001445942,Texas Mineral Resources Corp.,Texas Rare Earth Resources Corp.
0001446159,Predictive Oncology Inc.,
0001446159,Predictive Oncology Inc.,Precision Therapeutic Inc.
0001446159,Predictive Oncology Inc.,Precision Therapeutics Inc.
0001446159,Predictive Oncology Inc.,Skyline Medical Inc.
0001446847,IRONWOOD PHARMACEUTICALS INC,
0001447028,Arbutus Biopharma Corp,
0001447028,Arbutus Biopharma Corp,TEKMIRA PHARMACEUTICALS CORP
0001447028,Arbutus Biopharma Corp,TEKMIRA PHARMACEUTICALS Corp
0001447051,Territorial Bancorp Inc.,
0001447362,CASTLE BIOSCIENCES INC,
0001447380,MOBIVITY HOLDINGS CORP.,
0001447380,MOBIVITY HOLDINGS CORP.,ARES VENTURES CORP.
0001447380,MOBIVITY HOLDINGS CORP.,COMMERCETEL CORP
0001447669,TWILIO INC,
0001448431,OptimizeRx Corp,
0001448597,AUGUSTA GOLD CORP.,
0001448597,AUGUSTA GOLD CORP.,Bullfrog Gold Corp.
0001448597,AUGUSTA GOLD CORP.,Kopr Resources Corp.
0001448705,"BASANITE, INC.",
0001448705,"BASANITE, INC.","MMAX MEDIA, INC."
0001448705,"BASANITE, INC.",Nevada Processing Solutions
0001448705,"BASANITE, INC.","PayMeOn, Inc."
0001448893,Essent Group Ltd.,
0001448893,Essent Group Ltd.,Essent group Ltd.
0001449349,VIVOS INC,
0001449349,VIVOS INC,ADVANCED MEDICAL ISOTOPE Corp
0001449488,,
0001449792,"PIONEER POWER SOLUTIONS, INC.",
0001449792,"PIONEER POWER SOLUTIONS, INC.",SIERRA CONCEPTS
0001449792,"PIONEER POWER SOLUTIONS, INC.","SIERRA CONCEPTS, INC."
0001449794,"Embassy Bancorp, Inc.",
0001450720,Frontier Diversified Fund,
0001450720,Frontier Diversified Fund,Equinox Frontier Diversified Fund
0001450720,Frontier Diversified Fund,"FRONTIER DIVERSIFIED SERIES, a series of The Frontier Fund"
0001450722,Frontier Masters Fund,
0001450722,Frontier Masters Fund,Equinox Frontier Masters Fund
0001450722,Frontier Masters Fund,"FRONTIER MASTERS SERIES, a series of The Frontier Fund"
0001451505,Transocean Ltd.,
0001451809,SITIME Corp,
0001452857,STEEL PARTNERS HOLDINGS L.P.,
0001452857,STEEL PARTNERS HOLDINGS L.P.,WEBFINANCIAL L.P.
0001452936,"Pacific Oak Strategic Opportunity REIT, Inc.",
0001452936,"Pacific Oak Strategic Opportunity REIT, Inc.","KBS Strategic Opportunity REIT, Inc."
0001453593,"Xtant Medical Holdings, Inc.",
0001453593,"Xtant Medical Holdings, Inc.","Bacterin International Holdings, Inc."
0001453593,"Xtant Medical Holdings, Inc.",K KITZ INC
0001453687,"Cartesian Therapeutics, Inc.",
0001453687,"Cartesian Therapeutics, Inc.",SELECTA BIOSCIENCES INC
0001454742,"GOOD GAMING, INC.",
0001454742,"GOOD GAMING, INC.","GMV Wireless, Inc."
0001454742,"GOOD GAMING, INC.",HDS INTERNATIONAL CORP.
0001454789,"Astria Therapeutics, Inc.",
0001454789,"Astria Therapeutics, Inc.",CATABASIS PHARMACEUTICALS INC
0001454938,Outbrain Inc.,
0001455684,"TPI COMPOSITES, INC",
0001455684,"TPI COMPOSITES, INC",TPI COMPOSITES INC
0001455863,AMERICOLD REALTY TRUST,
0001456189,Leatt Corp,
0001456772,OFFICE PROPERTIES INCOME TRUST,
0001456772,OFFICE PROPERTIES INCOME TRUST,GOVERNMENT PROPERTIES INCOME TRUST
0001456772,OFFICE PROPERTIES INCOME TRUST,Government Properties Income Trust
0001458412,,
0001459200,"Alarm.com Holdings, Inc.",
0001459417,,
0001459839,"SI-BONE, Inc.",
0001459839,"SI-BONE, Inc.",SI-Bone Inc.
0001460329,"Fluent, Inc.",
0001460329,"Fluent, Inc.","Cogint, Inc."
0001460329,"Fluent, Inc.","IDI, Inc."
0001460329,"Fluent, Inc.","Tiger Media, Inc."
0001460602,,
0001461219,GRAHAM ALTERNATIVE INVESTMENT FUND I LLC,
0001461237,GRAHAM ALTERNATIVE INVESTMENT FUND II LLC,
0001462056,"Backblaze, Inc.",
0001462120,"Live Oak Bancshares, Inc.",
0001462223,"Nixxy, Inc.",
0001462223,"Nixxy, Inc.","Recruiter.com Group, Inc."
0001462223,"Nixxy, Inc.","TRULI TECHNOLOGIES, INC."
0001462223,"Nixxy, Inc.","Truli Media Group, Inc."
0001462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,
0001462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,Altisource Portfolio Solutions S.A.
0001462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,Altisource Portfolio Solutions S.a.r.l.
0001463101,"Enphase Energy, Inc.",
0001463208,"Transportation & Logistics Systems, Inc.",
0001463208,"Transportation & Logistics Systems, Inc.",LORAN CONNECTION CORP
0001463208,"Transportation & Logistics Systems, Inc.",PETROTERRA CORP.
0001463361,"Unity Biotechnology, Inc.",
0001463361,"Unity Biotechnology, Inc.","Cenexys, Inc."
0001463361,"Unity Biotechnology, Inc.",Forge Inc
0001463913,US Alliance Corp,
0001463913,US Alliance Corp,U. S. Alliance Corp
0001463972,Vuzix Corp,
0001464343,Atlanticus Holdings Corp,
0001464343,Atlanticus Holdings Corp,CompuCredit Holdings Corp
0001464423,PennyMac Mortgage Investment Trust,
0001464790,"B. Riley Financial, Inc.",
0001464790,"B. Riley Financial, Inc.","Great American Group, Inc."
0001464865,,
0001465128,"STARWOOD PROPERTY TRUST, INC.",
0001465470,NaturalShrimp Inc,
0001465470,NaturalShrimp Inc,"MultiPlayer Online Dragon, Inc."
0001465740,TWO HARBORS INVESTMENT CORP.,
0001465740,TWO HARBORS INVESTMENT CORP.,Two Harbors Investment Corp.
0001466026,"Midland States Bancorp, Inc.",
0001466085,"INDEPENDENCE REALTY TRUST, INC.",
0001466085,"INDEPENDENCE REALTY TRUST, INC.",EMPIRE AMERICAN REALTY TRUST INC
0001466085,"INDEPENDENCE REALTY TRUST, INC.",INDEPENDENCE REALTY TRUST INC
0001466085,"INDEPENDENCE REALTY TRUST, INC.","INDEPENDENCE REALTY TRUST, INC"
0001466258,Trane Technologies plc,
0001466258,Trane Technologies plc,Ingersoll-Rand plc
0001466593,Otter Tail Corp,
0001466593,Otter Tail Corp,Otter Tail Holding Co
0001467373,Accenture plc,
0001467623,"DROPBOX, INC.",
0001467623,"DROPBOX, INC.","Dropbox, Inc."
0001467623,"DROPBOX, INC.","Evenflow, Inc."
0001467760,"Apollo Commercial Real Estate Finance, Inc.",
0001467761,"FiEE, Inc.",
0001467761,"FiEE, Inc.","MINIM, INC."
0001467761,"FiEE, Inc.","Zoom Telephonics, Inc."
0001467858,General Motors Co,
0001468174,Hyatt Hotels Corp,
0001468327,"Rent the Runway, Inc.",
0001468328,Addus HomeCare Corp,
0001468492,HeartSciences Inc.,
0001468492,HeartSciences Inc.,"Heart Test Laboratories, Inc."
0001468639,,
0001468666,,
0001468748,Kodiak Sciences Inc.,
0001468748,Kodiak Sciences Inc.,"Oligasis, LLC"
0001468910,Millburn Multi-Markets Fund L.P.,
0001468929,"NEXGEL, INC.",
0001468929,"NEXGEL, INC.","AquaMed Technologies, Inc."
0001469367,Sunrun Inc.,
0001469367,Sunrun Inc.,SunRun Inc.
0001469443,"Arcadia Biosciences, Inc.",
0001471265,"Northwest Bancshares, Inc.",
0001471727,"SRx Health Solutions, Inc.",
0001471727,"SRx Health Solutions, Inc.",Better Choice Co Inc.
0001471727,"SRx Health Solutions, Inc.","Sport Endurance, Inc."
0001471781,GBT Technologies Inc.,
0001471781,GBT Technologies Inc.,Forex International Trading Corp.
0001471781,GBT Technologies Inc.,Gopher Protocol Inc.
0001471824,Teucrium Commodity Trust,
0001472012,Immunome Inc.,
0001472091,PDS Biotechnology Corp,
0001472091,PDS Biotechnology Corp,"Edge Therapeutics, Inc."
0001472494,"United States Brent Oil Fund, LP",
0001472787,First American Financial Corp,
0001473334,"Nova Lifestyle, Inc.",
0001473334,"Nova Lifestyle, Inc.","Stevens Resources, Inc."
0001473490,"Global AI, Inc.",
0001473490,"Global AI, Inc.","BRIGHT MOUNTAIN HOLDINGS, INC."
0001473490,"Global AI, Inc.","MY CATALOGS ONLINE, INC."
0001473490,"Global AI, Inc.","Wall Street Media Co, Inc."
0001473844,"Stellar Bancorp, Inc.",
0001473844,"Stellar Bancorp, Inc.","CBFH, Inc."
0001473844,"Stellar Bancorp, Inc.","CBTX, Inc."
0001473844,"Stellar Bancorp, Inc.",Stellar Bancorp. Inc.
0001474098,Pebblebrook Hotel Trust,
0001474167,Cosmos Health Inc.,
0001474167,Cosmos Health Inc.,Cosmos Holdings Inc.
0001474167,Cosmos Health Inc.,PRIME ESTATES & DEVELOPMENTS INC
0001474432,"Pure Storage, Inc.",
0001474432,"Pure Storage, Inc.","Os76, Inc."
0001474432,"Pure Storage, Inc.","PURE Storage, Inc."
0001474464,New York REIT Liquidating LLC,
0001474464,New York REIT Liquidating LLC,AMERICAN REALTY CAPITAL NEW YORK RECOVERY REIT INC
0001474464,New York REIT Liquidating LLC,"New York REIT, Inc."
0001474735,GENERAC HOLDINGS INC.,
0001474903,"BGSF, INC.",
0001474903,"BGSF, INC.","BG Staffing, Inc."
0001474903,"BGSF, INC.","LTN Staffing, LLC"
0001475115,"Eventbrite, Inc.",
0001475841,National Bank Holdings Corp,
0001475841,National Bank Holdings Corp,NBH Holdings Corp.
0001475922,"Primerica, Inc.",
0001476034,Metropolitan Bank Holding Corp.,
0001476045,Chatham Lodging Trust,
0001476150,Terreno Realty Corp,
0001476204,"Phillips Edison & Company, Inc.",
0001476204,"Phillips Edison & Company, Inc.","PHILLIPS EDISON GROCERY CENTER REIT I, INC."
0001476204,"Phillips Edison & Company, Inc.",Phillips Edison - ARC Shopping Center REIT Inc.
0001476204,"Phillips Edison & Company, Inc.","Phillips Edison Grocery Center REIT I, Inc."
0001476765,"GOLUB CAPITAL BDC, Inc.",
0001476765,"GOLUB CAPITAL BDC, Inc.",GOLUB CAPITAL INVESTMENT Corp
0001476765,"GOLUB CAPITAL BDC, Inc.",Golub Capital BDC LLC
0001476765,"GOLUB CAPITAL BDC, Inc.","Golub Capital BDC, Inc."
0001476840,"Expensify, Inc.",
0001476963,"Scorpius Holdings, Inc.",
0001476963,"Scorpius Holdings, Inc.","HEAT BIOLOGICS, INC."
0001476963,"Scorpius Holdings, Inc.","NightHawk Biosciences, Inc."
0001477009,,
0001477246,,
0001477294,Sensata Technologies Holding plc,
0001477294,Sensata Technologies Holding plc,Sensata Technologies Holding B.V.
0001477294,Sensata Technologies Holding plc,Sensata Technologies Holding N.V.
0001477333,"Cloudflare, Inc.",
0001477333,"Cloudflare, Inc.","CloudFlare, Inc."
0001477449,"Teladoc Health, Inc.",
0001477449,"Teladoc Health, Inc.","Teladoc, Inc."
0001477720,"Asana, Inc.",
0001477815,"Sweetgreen, Inc.",
0001477845,"Annovis Bio, Inc.",
0001477845,"Annovis Bio, Inc.","QR Pharma, Inc."
0001477960,Catalyst Crew Technologies Corp.,
0001477960,Catalyst Crew Technologies Corp.,Blue Chip Technologies Corp.
0001477960,Catalyst Crew Technologies Corp.,"Hermes Jets, Inc."
0001478242,IQVIA HOLDINGS INC.,
0001478242,IQVIA HOLDINGS INC.,"Quintiles IMS Holdings, Inc."
0001478242,IQVIA HOLDINGS INC.,Quintiles Transnational Holdings Inc.
0001478320,Adaptive Biotechnologies Corp,
0001478320,Adaptive Biotechnologies Corp,Adaptive TCR Corp
0001478454,"Eagle Bancorp Montana, Inc.",
0001479094,"STAG Industrial, Inc.",
0001479094,"STAG Industrial, Inc.","STAG Industrial REIT, Inc."
0001479247,United States Commodity Index Funds Trust,
0001479290,,
0001479419,"KALA BIO, Inc.",
0001479419,"KALA BIO, Inc.","Kala Pharmaceuticals, Inc."
0001479615,Silence Therapeutics plc,
0001479681,"Nutex Health, Inc.",
0001479681,"Nutex Health, Inc.","Clinigence Holdings, Inc."
0001479681,"Nutex Health, Inc.","iGambit, Inc."
0001481028,"SUNHYDROGEN, INC.",
0001481028,"SUNHYDROGEN, INC.","Hypersolar, Inc."
0001481504,"XERIANT, INC.",
0001481504,"XERIANT, INC.","Banjo & Matilda, Inc."
0001481504,"XERIANT, INC.","EASTERN WORLD SOLUTIONS, INC."
0001481504,"XERIANT, INC.","Encom Group, Inc."
0001481582,Ryerson Holding Corp,
0001481646,,
0001481792,"Quad/Graphics, Inc.",
0001482430,"KBS Real Estate Investment Trust III, Inc.",
0001482512,"Hudson Pacific Properties, Inc.",
0001482541,CEA Industries Inc.,
0001482541,CEA Industries Inc.,Surna Inc.
0001482554,"Hartford Creative Group, Inc.",
0001482554,"Hartford Creative Group, Inc.",Hartford Great Health Corp.
0001482554,"Hartford Creative Group, Inc.","Photoamigo, Inc."
0001482981,"Vita Coco Company, Inc.",
0001482981,"Vita Coco Company, Inc.",All Market Inc.
0001482981,"Vita Coco Company, Inc.","All Market, Inc."
0001482981,"Vita Coco Company, Inc.","Vita Coco Company, Inc."
0001483510,,
0001483646,"BLACKSTAR ENTERPRISE GROUP, INC.",
0001483646,"BLACKSTAR ENTERPRISE GROUP, INC.","BLACKSTAR ENERGY GROUP, INC."
0001484565,SOLENO THERAPEUTICS INC,
0001484565,SOLENO THERAPEUTICS INC,"Capnia, Inc."
0001484612,"Outset Medical, Inc.",
0001484612,"Outset Medical, Inc.","Home Dialysis Plus, Ltd."
0001484769,fuboTV Inc. /FL,
0001484769,fuboTV Inc. /FL,"FaceBank Group, Inc."
0001484769,fuboTV Inc. /FL,"Pulse Evolution Group, Inc."
0001484769,fuboTV Inc. /FL,fuboTV Inc. /new
0001484778,ThredUp Inc.,
0001484778,ThredUp Inc.,thredUP
0001485003,Carisma Therapeutics Inc.,
0001485003,Carisma Therapeutics Inc.,"Eleven Biotherapeutics, Inc."
0001485003,Carisma Therapeutics Inc.,"Sesen Bio, Inc."
0001485029,,
0001486159,Chord Energy Corp,
0001486159,Chord Energy Corp,Oasis Petroleum Inc.
0001486957,"BWX Technologies, Inc.",
0001486957,"BWX Technologies, Inc.",Babcock & Wilcox Co
0001487197,BARFRESH FOOD GROUP INC.,
0001487197,BARFRESH FOOD GROUP INC.,Moving Box Inc
0001487428,Horizon Technology Finance Corp,
0001487712,AIR LEASE CORP,
0001487712,AIR LEASE CORP,AIR LEASE Corp
0001487718,"AMERICAN BATTERY MATERIALS, INC.",
0001487718,"AMERICAN BATTERY MATERIALS, INC.","BOXSCORE BRANDS, INC."
0001487718,"AMERICAN BATTERY MATERIALS, INC.","INTERNET MEDIA SERVICES, INC."
0001487718,"AMERICAN BATTERY MATERIALS, INC.","U-Vend, Inc."
0001487798,ECA Marcellus Trust I,
0001487918,OFS Capital Corp,
0001487918,OFS Capital Corp,"OFS Capital, LLC"
0001487952,"Vishay Precision Group, Inc.",
0001488039,"ATOSSA THERAPEUTICS, INC.",
0001488039,"ATOSSA THERAPEUTICS, INC.",ATOSSA GENETICS INC
0001488139,"Ameresco, Inc.",
0001488813,"Customers Bancorp, Inc.",
0001488813,"Customers Bancorp, Inc.","Customers 1st Bancorp, Inc."
0001488917,"Electromed, Inc.",
0001489096,"Thermon Group Holdings, Inc.",
0001489393,LyondellBasell Industries N.V.,
0001489874,Golden Growers Cooperative,
0001490161,Sow Good Inc.,
0001490161,Sow Good Inc.,"Black Ridge Oil & Gas, Inc."
0001490161,Sow Good Inc.,"ante5, Inc."
0001490281,"Groupon, Inc.",
0001490349,PhenixFIN Corp,
0001490349,PhenixFIN Corp,Medley Capital BDC LLC
0001490349,PhenixFIN Corp,Medley Capital Corp
0001490873,"ECO SCIENCE SOLUTIONS, INC.",
0001490873,"ECO SCIENCE SOLUTIONS, INC.","EATON SCIENTIFIC SYSTEMS, INC."
0001490873,"ECO SCIENCE SOLUTIONS, INC.",PRISTINE SOLUTIONS INC.
0001490906,"Capitol Federal Financial, Inc.",
0001490906,"Capitol Federal Financial, Inc.",Capitol Federal Financial Inc
0001490978,"Schrodinger, Inc.",
0001491419,"LiveOne, Inc.",
0001491419,"LiveOne, Inc.","LOTON, CORP"
0001491419,"LiveOne, Inc.","LiveXLive Media, Inc."
0001492298,"Sabra Health Care REIT, Inc.",
0001492422,"Apellis Pharmaceuticals, Inc.",
0001492674,,
0001492691,Knight-Swift Transportation Holdings Inc.,
0001492691,Knight-Swift Transportation Holdings Inc.,SWIFT TRANSPORTATION CO
0001492691,Knight-Swift Transportation Holdings Inc.,SWIFT TRANSPORTATION Co
0001493137,"Lifeloc Technologies, Inc",
0001493137,"Lifeloc Technologies, Inc",Lifeloc Technologies Inc
0001493225,"Northfield Bancorp, Inc.",
0001493594,"MACOM Technology Solutions Holdings, Inc.",
0001493594,"MACOM Technology Solutions Holdings, Inc.","M/A-COM Technology Solutions Holdings, Inc."
0001493761,Turtle Beach Corp,
0001493761,Turtle Beach Corp,Parametric Sound Corp
0001493976,"Kilroy Realty, L.P.",
0001494259,"CarGurus, Inc.",
0001494259,"CarGurus, Inc.",Cargurus LLC
0001494413,Two Hands Corp,
0001494413,Two Hands Corp,Innovative Product Opportunities Inc.
0001494413,Two Hands Corp,TWO HANDS Corp
0001494582,BOSTON OMAHA Corp,
0001494582,BOSTON OMAHA Corp,"REO PLUS, INC."
0001494650,"OptiNose, Inc.",
0001494877,"DIGITAL REALTY TRUST, L.P.",
0001494877,"DIGITAL REALTY TRUST, L.P.","Digital Realty Trust, L.P."
0001494891,"Sensus Healthcare, Inc.",
0001494891,"Sensus Healthcare, Inc.","Sensus Healthcare, LLC"
0001494904,"Global Indemnity Group, LLC",
0001494904,"Global Indemnity Group, LLC",Global Indemnity Ltd
0001494904,"Global Indemnity Group, LLC",Global Indemnity plc
0001495231,"IZEA Worldwide, Inc.",
0001495231,"IZEA Worldwide, Inc.","IZEA Holdings, Inc."
0001495231,"IZEA Worldwide, Inc.","IZEA, Inc."
0001495231,"IZEA Worldwide, Inc.",Rapid Holdings Inc.
0001495240,GLADSTONE LAND Corp,
0001495240,GLADSTONE LAND Corp,Gladstone Land Corp
0001495320,"Vera Bradley, Inc.",
0001495584,"Firsthand Technology Value Fund, Inc.",
0001495648,Blackwell 3D Construction Corp.,
0001495648,Blackwell 3D Construction Corp.,"Brisset Beer International, Inc."
0001495648,Blackwell 3D Construction Corp.,"Buckeye Oil & Gas, Inc."
0001495648,Blackwell 3D Construction Corp.,Power Americas Resource Group Ltd.
0001495932,"eXp World Holdings, Inc.",
0001495932,"eXp World Holdings, Inc.",Desert Canadians Ltd.
0001495932,"eXp World Holdings, Inc.",EXP Realty International Corp
0001495932,"eXp World Holdings, Inc.","EXP World Holdings, Inc."
0001496099,New Mountain Finance Corp,
0001496099,New Mountain Finance Corp,New Mountain Guardian Corp
0001496323,"IGM Biosciences, Inc.",
0001496323,"IGM Biosciences, Inc.","Palingen, Inc."
0001496443,"Paysign, Inc.",
0001496443,"Paysign, Inc.","3PEA INTERNATIONAL, INC."
0001496454,"CNL Healthcare Properties, Inc.",
0001496454,"CNL Healthcare Properties, Inc.","CNL Diversified Lifestyle Properties, Inc."
0001496454,"CNL Healthcare Properties, Inc.","CNL Healthcare Trust, Inc."
0001496454,"CNL Healthcare Properties, Inc.","CNL Properties Trust, Inc."
0001496690,"BlueOne Card, Inc.",
0001496690,"BlueOne Card, Inc.",Avenue South Ltd.
0001496690,"BlueOne Card, Inc.","Manneking, Inc."
0001496690,"BlueOne Card, Inc.","TBSS International, Inc."
0001497230,"SMC Entertainment, Inc.",
0001497230,"SMC Entertainment, Inc.",SMC Recordings Inc.
0001497253,"VivoSim Labs, INC.",
0001497253,"VivoSim Labs, INC.","ORGANOVO HOLDINGS, INC."
0001497253,"VivoSim Labs, INC.","REAL ESTATE RESTORATION & RENTAL, INC."
0001497645,"Summit Hotel Properties, Inc.",
0001497649,Graphene & Solar Technologies Ltd,
0001497649,Graphene & Solar Technologies Ltd,Solar Quartz Technologies Corp
0001497649,Graphene & Solar Technologies Ltd,Vanguard Energy Corp
0001497770,"Walker & Dunlop, Inc.",
0001498067,"CITRINE GLOBAL, CORP.",
0001498067,"CITRINE GLOBAL, CORP.",BREEDIT CORP.
0001498067,"CITRINE GLOBAL, CORP.",PROGAMING PLATFORMS CORP
0001498067,"CITRINE GLOBAL, CORP.",TechCare Corp.
0001498148,Artificial Intelligence Technology Solutions Inc.,
0001498148,Artificial Intelligence Technology Solutions Inc.,ON THE MOVE SYSTEMS CORP.
0001498382,"TuHURA Biosciences, Inc./NV",
0001498382,"TuHURA Biosciences, Inc./NV",Berry Only Inc.
0001498382,"TuHURA Biosciences, Inc./NV","DelMar Pharmaceuticals, Inc."
0001498382,"TuHURA Biosciences, Inc./NV","Kintara Therapeutics, Inc."
0001498547,"CIM REAL ESTATE FINANCE TRUST, INC.",
0001498547,"CIM REAL ESTATE FINANCE TRUST, INC.",COLE ADVISOR CORPORATE INCOME
0001498547,"CIM REAL ESTATE FINANCE TRUST, INC.","COLE CREDIT PROPERTY TRUST IV, INC."
0001498547,"CIM REAL ESTATE FINANCE TRUST, INC.","Cole Advisor Retail Income REIT, Inc."
0001498710,"Spirit Airlines, Inc.",
0001498710,"Spirit Airlines, Inc.","Spirit Airlines, Inc."
0001498828,Howard Hughes Corp,
0001498828,Howard Hughes Corp,"Spinco, Inc."
0001499275,SANTO MINING CORP.,
0001499275,SANTO MINING CORP.,Santo Mining Corp.
0001499275,SANTO MINING CORP.,Santo Pita Corp
0001499422,RBB Bancorp,
0001499717,,
0001499832,"Townsquare Media, Inc.",
0001499832,"Townsquare Media, Inc.","Townsquare Media, LLC"
0001499961,MULLEN AUTOMOTIVE INC.,
0001499961,MULLEN AUTOMOTIVE INC.,Cazador Acquisition Corp Ltd.
0001499961,MULLEN AUTOMOTIVE INC.,"Net Element International, Inc."
0001499961,MULLEN AUTOMOTIVE INC.,"Net Element, Inc."
