cik,name,alias,alias_clean,alias_source
0001058307,NEXTPLAT CORP,Silver Horn Mining LTD,silver horn mining,ticker_map_name
0001059142,GREYSTONE HSG IMPT INVTS LP,America First Multifamily Investors LP,america first multifamily investors lp,ticker_map_name
0001061027,VIRACTA THERAPEUTICS INC,Sunesis Pharmaceuticals Inc,sunesis pharmaceuticals,ticker_map_name
0001061219,ENTERPRISE PRODCT PARTNRS LP,Enterprise Products Partners LP,enterprise products partners lp,ticker_map_name
0001061630,BLACKSTONE MORTGAGE TR INC,Blackstone Mortgage Trust Inc,blackstone mortgage trust,ticker_map_name
0001062231,DAUCH CORP,American Axle & Manufacturing Holdings Inc,american axle manufacturing,ticker_map_name
0001065059,CENTRUS ENERGY CORP,Usec Inc,usec,ticker_map_name
0001065078,NETWORK-1 TECHNOLOGIES INC,Network 1 Technologies Inc,network 1 technologies,ticker_map_name
0001065837,SKECHERS U S A INC,Skechers USA Inc,skechers usa,ticker_map_name
0001066605,HEIDRICK & STRUGGLES INTL,Heidrick & Struggles International Inc,heidrick struggles international,ticker_map_name
0001066684,THEGLOBE.COM INC,Theglobe Com Inc,theglobe com,ticker_map_name
0001066764,BIMERGEN ENERGY CORP,Spine Pain Management Inc,spine pain management,ticker_map_name
0001066923,FUTURE FINTECH GROUP INC,Skypeople Fruit Juice Inc,skypeople fruit juice,ticker_map_name
0001067294,CRACKER BARREL OLD CTRY STOR,Cracker Barrel Old Country Store Inc,cracker barrel old country store,ticker_map_name
0001067837,AUDACY INC,Entercom Communications Corp,entercom communications,ticker_map_name
0001069183,AXON ENTERPRISE INC,Taser International Inc,taser international,ticker_map_name
0001069258,KRATOS DEFENSE & SECURITY,Kratos Defense & Security Solutions Inc,kratos defense security solutions,ticker_map_name
0001069394,FLEXIBLE SOLUTIONS INTL INC,Flexible Solutions International Inc,flexible solutions international,ticker_map_name
0001069530,FILANA THERAPEUTICS INC,Pain Therapeutics Inc,pain therapeutics,ticker_map_name
0001070050,APPTECH PAYMENTS CORP,Natural Nutrition Inc,natural nutrition,ticker_map_name
0001070412,CNX RESOURCES CORP,Consol Energy Inc,consol energy,ticker_map_name
0001070423,PLAINS ALL AMER PIPELNE  -LP,Plains All American Pipeline LP,plains all american pipeline lp,ticker_map_name
0001070680,CF BANKSHARES INC,Central Federal Corp,central federal,ticker_map_name
0001070985,CORECIVIC INC,Corrections Corp Of America,corrections corp of america,ticker_map_name
0001071255,GOLDEN ENTERTAINMENT INC,Lakes Entertainment Inc,lakes entertainment,ticker_map_name
0001072627,KINGSWAY FINANCIAL SVCS INC,Kingsway Financial Services Inc,kingsway financial services,ticker_map_name
0001074828,USBC INC,Visualant Inc,visualant,ticker_map_name
0001075415,DIVERSIFIED HEALTHCARE TRUST,Senior Housing Properties Trust,senior housing properties trust,ticker_map_name
0001075531,BOOKING HOLDINGS INC,Priceline Com Inc,priceline com,ticker_map_name
0001076930,NOVANTA INC,Gsi Group Inc,gsi,ticker_map_name
0001077688,HOOKER FURNISHINGS CORP,Hooker Furniture Corp,hooker furniture,ticker_map_name
0001078207,BOWFLEX INC,Nautilus Inc,nautilus,ticker_map_name
0001080014,INNOVIVA INC,Theravance Inc,theravance,ticker_map_name
0001081745,INTELLINETICS INC,Globalwise Investments Inc,globalwise investments,ticker_map_name
0001081938,CANNAPHARMARX INC,Golden Dragon Holding Co,golden dragon,ticker_map_name
0001082733,VISIUM TECHNOLOGIES INC,Nustate Energy Holdings Inc,nustate energy,ticker_map_name
0001083301,TERAWULF INC,Ikonics Corp,ikonics,ticker_map_name
0001083446,ASTRANA HEALTH INC,Apollo Medical Holdings Inc,apollo medical,ticker_map_name
0001083490,SUNRISE REAL ESTATE GRP INC,Sunrise Real Estate Group Inc,sunrise real estate,ticker_map_name
0001084048,ZIFF DAVIS INC,J2 Global Inc,j2 global,ticker_map_name
0001084475,VIDEO RIVER NETWORKS INC,Nighthawk Systems Inc,nighthawk systems,ticker_map_name
0001084869,1-800-FLOWERS.COM,1 800 Flowers Com Inc,1 800 flowers com,ticker_map_name
0001085243,VIRTRA INC,Virtra Systems Inc,virtra systems,ticker_map_name
0001086600,ALLIANCE RESOURCE PTNRS  -LP,Alliance Resource Partners LP,alliance resource partners lp,ticker_map_name
0001086745,STABLEX TECHNOLOGIES INC,WPCS International Inc,wpcs international,ticker_map_name
0001088034,USIO INC,Payment Data Systems Inc,payment data systems,ticker_map_name
0001088638,MASTERMIND INC,Coconnect Inc,coconnect,ticker_map_name
0001089815,ELITE HEALTH SYSTEMS INC,US Neurosurgical Inc,us neurosurgical,ticker_map_name
0001089872,GAIA INC,Gaiam Inc,gaiam,ticker_map_name
0001090009,SOUTHERN FIRST BANKSHARES,Southern First Bancshares Inc,southern first bancshares,ticker_map_name
0001090425,LAMAR ADVERTISING CO  -CL A,Lamar Advertising Co,lamar advertising,ticker_map_name
0001091748,ARGO GROUP INTL HOLDINGS LTD,Argo Group International Holdings LTD,argo group international,ticker_map_name
0001092796,SMITH & WESSON BRANDS INC,Smith & Wesson Holding Corp,smith wesson,ticker_map_name
0001093672,PEOPLES BANCORP NC INC,Peoples Bancorp Of North Carolina Inc,peoples bancorp of north carolina,ticker_map_name
0001094032,QDM INTERNATIONAL INC,Dale Jarrett Racing Adventure Inc,dale jarrett racing adventure,ticker_map_name
0001094038,MARKER THERAPEUTICS INC,Tapimmune Inc,tapimmune,ticker_map_name
0001094831,BGC GROUP INC,BGC Partners Inc,bgc partners,ticker_map_name
0001095073,EVEREST GROUP LTD,Everest Re Group LTD,everest re,ticker_map_name
0001095651,SAFEHOLD INC,Istar Financial Inc,istar financial,ticker_map_name
0001095981,PLUS THERAPEUTICS INC,Cytori Therapeutics Inc,cytori therapeutics,ticker_map_name
0001096275,WORKSPORT LTD,Franchise Holdings International Inc,franchise holdings international,ticker_map_name
0001096752,EDGEWELL PERSONAL CARE CO,Energizer Holdings Inc,energizer,ticker_map_name
0001100397,AYALA PHARMACEUTIC INC,Advaxis Inc,advaxis,ticker_map_name
0001100682,CHARLES RIVER LABS INTL INC,Charles River Laboratories International Inc,charles river laboratories international,ticker_map_name
0001101026,ZIVO BIOSCIENCE INC,Health Enhancement Products Inc,health enhancement products,ticker_map_name
0001101215,BREAD FINANCIAL HOLDINGS INC,Alliance Data Systems Corp,alliance data systems,ticker_map_name
0001101680,DZS INC,Zhone Technologies Inc,zhone technologies,ticker_map_name
0001103795,QS ENERGY INC,Save The World Air Inc,save the world air,ticker_map_name
0001104038,VERIFYME INC,Laserlock Technologies Inc,laserlock technologies,ticker_map_name
0001107280,OCULUS INC,Oculus Visiontech Inc,oculus visiontech,ticker_map_name
0001107421,ALAUNOS THERAPEUTICS INC,Ziopharm Oncology Inc,ziopharm oncology,ticker_map_name
0001108134,BEACON FINANCIAL CORP,Berkshire Hills Bancorp Inc,berkshire hills bancorp,ticker_map_name
0001108426,TXNM ENERGY INC,PNM Resources Inc,pnm resources,ticker_map_name
0001108524,SALESFORCE INC,Salesforce Com Inc,salesforce com,ticker_map_name
0001108645,CORRELATE ENERGY CORP,Frontier Oilfield Services Inc,frontier oilfield services,ticker_map_name
0001110607,KOIL ENERGY SOLUTIONS INC,Deep Down Inc,deep down,ticker_map_name
0001113809,BUILD-A-BEAR WORKSHOP INC,Build A Bear Workshop Inc,build a bear workshop,ticker_map_name
0001114483,INTEGER HOLDINGS CORP,Greatbatch Inc,greatbatch,ticker_map_name
0001114927,FIRST NORTHN CMNTY BANCORP,First Northern Community Bancorp,first northern community bancorp,ticker_map_name
0001115055,PINNACLE FINL PARTNERS INC,Pinnacle Financial Partners Inc,pinnacle financial partners,ticker_map_name
0001116132,TAPESTRY INC,Coach Inc,coach,ticker_map_name
0001117057,PLANET GREEN HOLDINGS CORP,American Lorain Corp,american lorain,ticker_map_name
0001117171,CBAK ENERGY TECHNOLOGY INC,China Bak Battery Inc,china bak battery,ticker_map_name
0001120193,NASDAQ INC,Nasdaq Omx Group Inc,nasdaq omx,ticker_map_name
0001120370,BROADWIND INC,Broadwind Energy Inc,broadwind energy,ticker_map_name
0001120970,COMSTOCK INC,Comstock Mining Inc,comstock mining,ticker_map_name
0001121484,OIL STATES INTL INC,Oil States International Inc,oil states international,ticker_map_name
0001121702,YIELD10 BIOSCIENCE INC,Metabolix Inc,metabolix,ticker_map_name
0001121795,GHST WORLD INC,Ghost Technology Inc,ghost technology,ticker_map_name
0001122976,AVIENT CORP,Polyone Corp,polyone,ticker_map_name
0001124105,GYRE THERAPEUTICS INC,Targacept Inc,targacept,ticker_map_name
0001125259,CARNIVAL CORP/PLC (GBR),Carnival PLC,carnival,ticker_map_name
0001126234,LUMOS PHARMA INC,Newlink Genetics Corp,newlink genetics,ticker_map_name
0001126328,PRINCIPAL FINANCIAL GRP INC,Principal Financial Group Inc,principal financial,ticker_map_name
0001126956,SPIRE INC,Laclede Group Inc,laclede,ticker_map_name
0001127371,COMMUNITY WEST BANCSHARES,Central Valley Community Bancorp,central valley community bancorp,ticker_map_name
0001128361,HOPE BANCORP INC,BBCN Bancorp Inc,bbcn bancorp,ticker_map_name
0001130144,SIERRA BANCORP/CA,Sierra Bancorp,sierra bancorp,ticker_map_name
0001130166,BIO GREEN MED SOLUTION INC,Cyclacel Pharmaceuticals Inc,cyclacel pharmaceuticals,ticker_map_name
0001130598,TRAWS PHARMA INC,Onconova Therapeutics Inc,onconova therapeutics,ticker_map_name
0001130713,BED BATH & BEYOND INC,Overstockcom Inc,overstockcom,ticker_map_name
0001133062,JANEL CORP,Janel World Trade LTD,janel world trade,ticker_map_name
0001134115,INTERNATIONAL TOWER HILL MIN,International Tower Hill Mines LTD,international tower hill mines,ticker_map_name
0001134765,CHARLIES HOLDINGS INC,True Drinks Holdings Inc,true drinks,ticker_map_name
0001136174,ONTRAK INC,Catasys Inc,catasys,ticker_map_name
0001136869,ZIMMER BIOMET HOLDINGS INC,Zimmer Holdings Inc,zimmer,ticker_map_name
0001136893,FIDELITY NATIONAL INFO SVCS,Fidelity National Information Services Inc,fidelity national information services,ticker_map_name
0001137091,POWER SOLUTIONS INTL INC,Power Solutions International Inc,power solutions international,ticker_map_name
0001137547,UNITED SECURITY BANCSHARS CA,United Security Bancshares,united security bancshares,ticker_map_name
0001138476,PACIFIC HEALTH CARE ORG INC,Pacific Health Care Organization Inc,pacific health care organization,ticker_map_name
0001140102,HIREQUEST INC,Command Center Inc,command center,ticker_map_name
0001140536,WILLIS TOWERS WATSON PLC,Willis Group Holdings PLC,willis,ticker_map_name
0001140859,CENCORA INC,Amerisourcebergen Corp,amerisourcebergen,ticker_map_name
0001141688,LANDMARK BANCORP INC/KS,Landmark Bancorp Inc,landmark bancorp,ticker_map_name
0001142417,NEXSTAR MEDIA GROUP,Nexstar Broadcasting Group Inc,nexstar broadcasting,ticker_map_name
0001144215,ACUITY INC,Acuity Brands Inc,acuity brands,ticker_map_name
0001156039,ELEVANCE HEALTH INC,Wellpoint Inc,wellpoint,ticker_map_name
0001156041,ABUNDIA GLOBAL IMPACT GRP IN,Houston American Energy Corp,houston american energy,ticker_map_name
0001157075,PHARMACYTE BIOTECH INC,Nuvilex Inc,nuvilex,ticker_map_name
0001157408,STRIDE INC,K12 Inc,k12,ticker_map_name
0001157601,MADRIGAL PHARMACEUTICALS INC,Synta Pharmaceuticals Corp,synta pharmaceuticals,ticker_map_name
0001157647,WESTERN NEW ENG BANCORP INC,Westfield Financial Inc,westfield financial,ticker_map_name
0001158324,COGENT COMMUNICATIONS HLDGS,Cogent Communications Group Inc,cogent communications,ticker_map_name
0001158780,PLURI INC,Pluristem Therapeutics Inc,pluristem therapeutics,ticker_map_name
0001160308,SAVARA INC,Mast Therapeutics Inc,mast therapeutics,ticker_map_name
0001162194,STANDARD BIOTOOLS INC,Fluidigm Corp,fluidigm,ticker_map_name
0001162896,PRAIRIE OPERATING CO,Wizard World Inc,wizard world,ticker_map_name
0001164727,NEWMONT CORP,Newmont Mining Corp,newmont mining,ticker_map_name
0001164863,ENPRO INC,Enpro Industries Inc,enpro industries,ticker_map_name
0001166003,XPO INC,Xpo Logistics Inc,xpo logistics,ticker_map_name
0001167419,RIOT PLATFORMS INC,Venaxis Inc,venaxis,ticker_map_name
0001169445,TRUBRIDGE INC,Computer Programs & Systems Inc,computer programs systems,ticker_map_name
0001172178,LIBERTY STAR URANIUM & METAL,Liberty Star Uranium & Metals Corp,liberty star uranium metals,ticker_map_name
0001173204,CINEVERSE CORP,Cinedigm Corp,cinedigm,ticker_map_name
0001173313,ABVC BIOPHARMA INC,Ecology Coatings Inc,ecology coatings,ticker_map_name
0001173514,HYSTER YALE INC,Hyster-yale Materials Handling Inc,hysteryale materials handling,ticker_map_name
0001174891,CALETHOS INC,Realsource Residential Inc,realsource residential,ticker_map_name
0001175454,CORPAY INC,Fleetcor Technologies Inc,fleetcor technologies,ticker_map_name
0001177394,TD SYNNEX CORP,Synnex Corp,synnex,ticker_map_name
0001178970,PROVIDENT FINANCIAL SVCS INC,Provident Financial Services Inc,provident financial services,ticker_map_name
0001183765,MOLECULAR TEMPLATES INC,Threshold Pharmaceuticals Inc,threshold pharmaceuticals,ticker_map_name
0001185348,PRA GROUP INC,Portfolio Recovery Associates Inc,portfolio recovery associates,ticker_map_name
0001206264,SOMNIGROUP INTERNATIONAL INC,Tempur Sealy International Inc,tempur sealy international,ticker_map_name
0001210708,STAR EQUITY HOLDINGS INC,Hudson Global Inc,hudson global,ticker_map_name
0001211583,FENNEC PHARMACEUTICALS INC,Adherex Technologies Inc,adherex technologies,ticker_map_name
0001212545,WESTERN ALLIANCE BANCORP,Western Alliance Bancorporation,western alliance bancorporation,ticker_map_name
0001213037,CARDIFF ONCOLOGY INC,Trovagene Inc,trovagene,ticker_map_name
0001218683,MAWSON INFRA GROUP INC,Ophthalix Inc,ophthalix,ticker_map_name
0001220754,MODIVCARE INC,Providence Service Corp,providence service,ticker_map_name
0001227654,COMPASS MINERALS INTL INC,Compass Minerals International Inc,compass minerals international,ticker_map_name
0001228627,OPUS GENETICS INC,Rexahn Pharmaceuticals Inc,rexahn pharmaceuticals,ticker_map_name
0001230245,PIPER SANDLER COS,Jaffray Companies Piper,jaffray companies piper,ticker_map_name
0001230524,LEOPARD ENERGY INC,Sky Power Solutions Corp,sky power solutions,ticker_map_name
0001236275,QXO INC,Silversun Technologies Inc,silversun technologies,ticker_map_name
0001253689,CRESCENT BIOPHARMA INC,Glycomimetics Inc,glycomimetics,ticker_map_name
0001259429,OXFORD SQUARE CAPITAL CORP,Ticc Capital Corp,ticc capital,ticker_map_name
0001260990,ONCTERNAL THERAPEUTICS INC,GTX Inc,gtx,ticker_map_name
0001261654,UNIVERSAL TECHNICAL INST,Universal Technical Institute Inc,universal technical institute,ticker_map_name
0001262104,LITE STRATEGY INC,Mei Pharma Inc,mei pharma,ticker_map_name
0001262823,WESTLAKE CORP,Westlake Chemical Corp,westlake chemical,ticker_map_name
0001262976,CIMPRESS PLC,Vistaprint NV,vistaprint nv,ticker_map_name
0001270436,COHEN & COMPANY INC,Institutional Financial Markets Inc,institutional financial markets,ticker_map_name
0001273685,ADAMAS TRUST INC,New York Mortgage Trust Inc,new york mortgage trust,ticker_map_name
0001276187,ENERGY TRANSFER LP,Energy Transfer Equity LP,energy transfer equity lp,ticker_map_name
0001279620,ZONED PROPERTIES INC,Vanguard Minerals Corp,vanguard minerals,ticker_map_name
0001280784,HERCULES CAPITAL INC,Hercules Technology Growth Capital Inc,hercules technology growth capital,ticker_map_name
0001282224,DOLPHIN ENTERTAINMENT INC,Dolphin Digital Media Inc,dolphin digital media,ticker_map_name
0001282648,BATTALION OIL CORP,Halcon Resources Corp,halcon resources,ticker_map_name
0001282980,DROR ORTHO-DESIGN INC,Novint Technologies Inc,novint technologies,ticker_map_name
0001284454,NONGFU SHP DG NEW RTL CO LTD,Environmental Control Corp,environmental control,ticker_map_name
0001285550,CLEARPOINT NEURO INC,Mri Interventions Inc,mri interventions,ticker_map_name
0001289945,SPOK HOLDINGS INC,USA Mobility Inc,usa mobility,ticker_map_name
0001290476,VILLAGE BANK AND TRUST FINL,Village Bank & Trust Financial Corp,village bank trust financial,ticker_map_name
0001290658,IIOT-OXYS INC,Creative Beauty Supply Of New Jersey Corp,creative beauty supply of new jersey,ticker_map_name
0001295947,PRESTIGE CONSUMER HEALTHCARE,Prestige Brands Holdings Inc,prestige brands,ticker_map_name
0001297341,KENTUCKY FIRST FEDERAL BNCRP,Kentucky First Federal Bancorp,kentucky first federal bancorp,ticker_map_name
0001299130,PACIFIC BIOSCIENCES OF CALIF,Pacific Biosciences Of California Inc,pacific biosciences of california,ticker_map_name
0001299709,AXOS FINANCIAL INC,Bofi Holding Inc,bofi,ticker_map_name
0001299969,COMSTOCK HOLDING COS INC,Comstock Holding Companies Inc,comstock holding companies,ticker_map_name
0001304421,CONSOLIDATED COMM HLDGS INC,Consolidated Communications Holdings Inc,consolidated communications,ticker_map_name
0001305253,EIGER BIOPHARMACEUTICALS INC,Celladon Corp,celladon,ticker_map_name
0001308208,UNIVERSAL LOGISTICS HLDGS,Universal Truckload Services Inc,universal truckload services,ticker_map_name
0001309082,CAMBER ENERGY INC,Lucas Energy Inc,lucas energy,ticker_map_name
0001309402,GREEN PLAINS INC,Green Plains Renewable Energy Inc,green plains renewable energy,ticker_map_name
0001310488,BIOFORCE NANOSCIENCES HLDGS,Bioforce Nanosciences Holdings Inc,bioforce nanosciences,ticker_map_name
0001310630,CHINA FOODS HOLDINGS LTD,Trafalgar Resources Inc,trafalgar resources,ticker_map_name
0001311673,YALE TRANSACTION FINDERS INC,Yacht Finders Inc,yacht finders,ticker_map_name
0001314102,EYEPOINT INC,Psivida Corp,psivida,ticker_map_name
0001314196,OLB GROUP INC (THE),Olb Group Inc,olb,ticker_map_name
0001318568,EVERI HOLDINGS INC,Global Cash Access Holdings Inc,global cash access,ticker_map_name
0001318605,TESLA INC,Tesla Motors Inc,tesla motors,ticker_map_name
0001319947,DESIGNER BRANDS INC,DSW Inc,dsw,ticker_map_name
0001321741,GLADSTONE INVESTMENT CORP/DE,Investment Corporation Gladstone,investment corporation gladstone,ticker_map_name
0001321834,Q/C TECHNOLOGIES INC,Akers Biosciences Inc,akers biosciences,ticker_map_name
0001325670,PRIMIS FINANCIAL CORP,Southern National Bancorp Of Virginia Inc,southern national bancorp of virginia,ticker_map_name
0001326190,ALTIMMUNE INC,Pharmathene Inc,pharmathene,ticker_map_name
0001326205,IGC PHARMA INC,India Globalization Capital Inc,india globalization capital,ticker_map_name
0001326801,META PLATFORMS INC,Facebook Inc,facebook,ticker_map_name
0001329606,CLEAN ENERGY TECHNOLOGIES,Probe Manufacturing Inc,probe manufacturing,ticker_map_name
0001331612,INNOVATIVE MEDTECH INC,Fresh Harvest Products Inc,fresh harvest products,ticker_map_name
0001332551,ACRES COMMERCIAL REALTY CORP,Resource Capital Corp,resource capital,ticker_map_name
0001333274,MERCER INTL INC,Mercer International Inc,mercer international,ticker_map_name
0001334978,CLEAR CHANNEL OUTDOOR HLDGS,Clear Channel Outdoor Holdings Inc,clear channel outdoor,ticker_map_name
0001335112,LOGIQ INC,Sitoa Global Inc,sitoa global,ticker_map_name
0001336047,BOARDWALK PIPELINE PRTNRS-LP,Boardwalk Pipeline Partners LP,boardwalk pipeline partners lp,ticker_map_name
0001338749,POTLATCHDELTIC CORP,Potlatch Corp,potlatch,ticker_map_name
0001338929,AUTHENTIC HOLDINGS INC,Premiere Opportunities Group Inc,premiere opportunities,ticker_map_name
0001342936,RIVULET ENTERTAINMENT INC,Advanced Voice Recognition Systems Inc,advanced voice recognition systems,ticker_map_name
0001342958,KUSTOM ENTERTAINMENT INC,Digital Ally Inc,digital ally,ticker_map_name
0001343009,CNBX PHARMACEUTICALS INC,American Mining Corp,american mining,ticker_map_name
0001346830,TVARDI THERAPEUTICS INC,Cara Therapeutics Inc,cara therapeutics,ticker_map_name
0001347652,CORENERGY INFRASTRUCTURE TR,Corenergy Infrastructure Trust Inc,corenergy infrastructure trust,ticker_map_name
0001348362,LEXARIA BIOSCIENCE CORP,Lexaria Corp,lexaria,ticker_map_name
0001350102,ASCENT SOLAR TECH INC,Ascent Solar Technologies Inc,ascent solar technologies,ticker_map_name
0001354327,PGT INNOVATIONS INC,PGT Inc,pgt,ticker_map_name
0001355096,QVC GROUP INC,Liberty Interactive Corp,liberty interactive,ticker_map_name
0001355839,INTELLIGENT PROCTN MGMT CORP,Snap Interactive Inc,snap interactive,ticker_map_name
0001355848,KARTOON STUDIOS INC,Genius Brands International Inc,genius brands international,ticker_map_name
0001356090,PRECIGEN INC,Intrexon Corp,intrexon,ticker_map_name
0001356093,CREATIVE REALITIES INC,Wireless Ronin Technologies Inc,wireless ronin technologies,ticker_map_name
0001357459,PALISADE BIO INC,Neuralstem Inc,neuralstem,ticker_map_name
0001357971,ENERGY SERVICES OF AMER CORP,Energy Services Of America Corp,energy services of america,ticker_map_name
0001358190,IT TECH PACKAGING INC,Orient Paper Inc,orient paper,ticker_map_name
0001360214,HARROW INC,Imprimis Pharmaceuticals Inc,imprimis pharmaceuticals,ticker_map_name
0001360442,DOGECOIN CASH INC,Cannabis Sativa Inc,cannabis sativa,ticker_map_name
0001360901,EVERCORE INC,Evercore Partners Inc,evercore partners,ticker_map_name
0001361658,TRAVEL PLUS LEISURE CO,Wyndham Worldwide Corp,wyndham worldwide,ticker_map_name
0001363829,ENSTAR GROUP LIMITED,Enstar Group LTD,enstar,ticker_map_name
0001364479,HERC HOLDINGS INC,Hertz Global Holdings Inc,hertz global,ticker_map_name
0001367083,SONOMA PHARMACEUTICALS INC,Oculus Innovative Sciences Inc,oculus innovative sciences,ticker_map_name
0001368365,REMARK HOLDINGS INC,Remark Media Inc,remark media,ticker_map_name
0001369568,CATALYST PHARMACEUTICALS INC,Catalyst Pharmaceutical Partners Inc,catalyst pharmaceutical partners,ticker_map_name
0001370755,BLACKROCK TCP CAPITAL,TCP Capital Corp,tcp capital,ticker_map_name
0001371128,NEWHYDROGEN INC,Biosolar Inc,biosolar,ticker_map_name
0001372020,GREAT LAKES DREDGE & DOCK CP,Great Lakes Dredge & Dock Corp,great lakes dredge dock,ticker_map_name
0001372807,BCP INVESTMENT CORP,Kcap Financial Inc,kcap financial,ticker_map_name
0001373670,GREEN BRICK PARTNERS INC,Biofuel Energy Corp,biofuel energy,ticker_map_name
0001374310,CBOE GLOBAL MARKETS INC,Cboe Holdings Inc,cboe,ticker_map_name
0001375195,CORETEC GROUP INC (THE),3dicon Corp,3dicon,ticker_map_name
0001375205,UR ENERGY INC,Ur-energy Inc,urenergy,ticker_map_name
0001375793,METALERT INC,GTX Corp,gtx,ticker_map_name
0001376321,ZW DATA ACTION TECHNOLGY INC,Chinanet Online Holdings Inc,chinanet online,ticker_map_name
0001378950,CARPARTS COM INC,US Auto Parts Network Inc,us auto parts network,ticker_map_name
0001378992,BERRY GLOBAL GROUP INC,Berry Plastics Group Inc,berry plastics,ticker_map_name
0001379785,BARINGS BDC INC,Triangle Capital Corp,triangle capital,ticker_map_name
0001381871,BOWMO INC,US Highland Inc,us highland,ticker_map_name
0001383312,BROADRIDGE FINANCIAL SOLUTNS,Broadridge Financial Solutions Inc,broadridge financial solutions,ticker_map_name
0001386570,NIAGEN BIOSCIENCE INC,Chromadex Corp,chromadex,ticker_map_name
0001387467,ALPHA AND OMEGA SEMICONDUCTO,Alpha & Omega Semiconductor LTD,alpha omega semiconductor,ticker_map_name
0001389050,ARCHROCK INC,Exterran Holdings Inc,exterran,ticker_map_name
0001390478,SELLAS LIFE SCIENCES GROUP I,Galena Biopharma Inc,galena biopharma,ticker_map_name
0001391135,LFTD PARTNERS INC,Acquired Sales Corp,acquired sales,ticker_map_name
0001392694,SURGEPAYS INC,North American Energy Resources Inc,north american energy resources,ticker_map_name
0001393612,DISCOVER FINANCIAL SVCS,Discover Financial Services,discover financial services,ticker_map_name
0001393726,TIPTREE INC,Tiptree Financial Inc,tiptree financial,ticker_map_name
0001393772,WEED INC,United Mines Inc,united mines,ticker_map_name
0001393818,BLACKSTONE INC,Blackstone Group LP,blackstone group lp,ticker_map_name
0001393883,DHI GROUP INC,Dice Holdings Inc,dice,ticker_map_name
0001394108,SUIC WORLDWIDE HOLDINGS LTD,American Jianye Greentech Holdings LTD,american jianye greentech,ticker_map_name
0001395942,OPENLANE INC,Kar Auction Services Inc,kar auction services,ticker_map_name
0001396033,LL FLOORING HOLDINGS INC,Lumber Liquidators Holdings Inc,lumber liquidators,ticker_map_name
0001396536,DUOS TECHNOLOGIES GROUP INC,Information Systems Associates Inc,information systems associates,ticker_map_name
0001396814,PACIRA BIOSCIENCES INC,Pacira Pharmaceuticals Inc,pacira pharmaceuticals,ticker_map_name
0001398805,BEAM GLOBAL,Envision Solar International Inc,envision solar international,ticker_map_name
0001398987,ANYWHERE REAL ESTATE INC,Realogy Holdings Corp,realogy,ticker_map_name
0001399306,BREWBILT BREWING CO,Grid Petroleum Corp,grid petroleum,ticker_map_name
0001399520,ONE GP HOSPITALITY (THE),Committed Capital Acquisition Corp,committed capital acquisition,ticker_map_name
0001400891,IHEARTMEDIA INC,CC Media Holdings Inc,cc media,ticker_map_name
0001401257,FORUM ENERGY TECH INC,Forum Energy Technologies Inc,forum energy technologies,ticker_map_name
0001401521,AMERICAN COASTAL INSURA CORP,United Insurance Holdings Corp,united insurance,ticker_map_name
0001402436,SS&C TECHNOLOGIES HLDGS INC,SS&C Technologies Holdings Inc,ssc technologies,ticker_map_name
0001402829,ORION GROUP HOLDINGS INC,Orion Marine Group Inc,orion marine,ticker_map_name
0001403568,ULTA BEAUTY INC,Ulta Salon Cosmetics & Fragrance Inc,ulta salon cosmetics fragrance,ticker_map_name
0001404912,KKR & CO INC,KKR & Co LP,kkr co lp,ticker_map_name
0001407623,RETAIL OPPORTUNITY INVTS CP,Retail Opportunity Investments Corp,retail opportunity investments,ticker_map_name
0001408146,SCANDIUM INTL MINING CORP,Emc Metals Corp,emc metals,ticker_map_name
0001410428,XWELL INC,Vringo Inc,vringo,ticker_map_name
0001411207,ALLISON TRANSMISSION HLDGS,Allison Transmission Holdings Inc,allison transmission,ticker_map_name
0001412126,REMSLEEP HOLDINGS INC,Kat Gold Holdings Corp,kat gold,ticker_map_name
0001413754,MARIZYME INC,GBS Enterprises Inc,gbs enterprises,ticker_map_name
0001413891,HIGH WIRE NETWORKS INC,Mantra Venture Group LTD,mantra venture,ticker_map_name
0001413898,DALLASNEWS CORP,A H Belo Corp,a h belo,ticker_map_name
0001414932,OAKTREE SPECIALTY LENDING CP,Fifth Street Finance Corp,fifth street finance,ticker_map_name
0001416697,BLUE LINE PROTECTION GROUP,Engraving Masters Inc,engraving masters,ticker_map_name
0001418076,SLR INVESTMENT CORP,Solar Capital LTD,solar capital,ticker_map_name
0001418135,KEURIG DR PEPPER INC,DR Pepper Snapple Group Inc,dr pepper snapple,ticker_map_name
0001419051,THERAPEUTIC SOLUTIONS INTL,Therapeutic Solutions International Inc,therapeutic solutions international,ticker_map_name
0001420800,ENOVIS CORP,Colfax Corp,colfax,ticker_map_name
0001421636,C-BOND SYSTEMS INC,Westmountain Alternative Energy Inc,westmountain alternative energy,ticker_map_name
0001423689,AGNC INVESTMENT CORP,American Capital Agency Corp,american capital agency,ticker_map_name
0001423902,WESTERN MIDSTRM PRTNRS LP,Western Gas Equity Partners LP,western gas equity partners lp,ticker_map_name
0001424404,WOLVERINE RESOURCES CORP,Wolverine Exploration Inc,wolverine exploration,ticker_map_name
0001424657,CUENTAS INC,Nybd Holding Inc,nybd,ticker_map_name
0001424864,RISE GOLD CORP,Patriot Minefinders Inc,patriot minefinders,ticker_map_name
0001424929,FOX FACTORY HOLDING CP,Fox Factory Holding Corp,fox factory,ticker_map_name
